Round,Accuracy
0,0.2351
1,0.8397
2,0.8563
3,0.8578
4,0.8575
5,0.8566
6,0.8549
7,0.8575
8,0.856
9,0.8505
10,0.8518
11,0.8506
12,0.8495
13,0.8485
14,0.8501
15,0.8451
16,0.8445
17,0.8481
18,0.8466
19,0.8448
20,0.8462
21,0.8498
22,0.8491
23,0.8431
24,0.8455
25,0.8469
26,0.8415
27,0.8435
28,0.8449
29,0.8409
30,0.8454
31,0.8452
32,0.8431
33,0.8428
34,0.8406
35,0.8419
36,0.8402
37,0.8425
38,0.8374
39,0.8374
40,0.8417
41,0.8389
42,0.8385
43,0.8405
44,0.8449
45,0.8408
46,0.8325
47,0.8382
48,0.8357
49,0.8377
50,0.8396
