Round,Accuracy
0,0.0955
1,0.1012
2,0.1461
3,0.2136
4,0.229
5,0.2764
6,0.2988
7,0.3171
8,0.3364
9,0.3516
10,0.3607
11,0.3703
12,0.3944
13,0.402
14,0.4149
15,0.4212
16,0.4264
17,0.4411
18,0.4393
19,0.4525
20,0.4718
21,0.4653
22,0.4688
23,0.4809
24,0.48
25,0.4856
26,0.4888
27,0.4872
28,0.4879
29,0.4989
30,0.4924
31,0.4864
32,0.4912
33,0.4848
34,0.4946
35,0.4828
36,0.4838
37,0.4858
38,0.4901
39,0.48
40,0.4898
41,0.4928
42,0.4894
43,0.4959
44,0.4918
45,0.4982
46,0.503
47,0.5121
48,0.5044
49,0.5091
50,0.5073
