Round,Accuracy
0,0.0649
1,0.1341
2,0.1594
3,0.2148
4,0.3234
5,0.4239
6,0.5132
7,0.5847
8,0.6393
9,0.6888
10,0.7219
11,0.7423
12,0.7606
13,0.7771
14,0.7883
15,0.7963
16,0.8044
17,0.8092
18,0.8147
19,0.8191
20,0.823
21,0.826
22,0.8278
23,0.8294
24,0.8304
25,0.83
26,0.8312
27,0.8335
28,0.8346
29,0.8363
30,0.838
31,0.8404
32,0.8419
33,0.8438
34,0.8465
35,0.8482
36,0.8489
37,0.8493
38,0.8517
39,0.8521
40,0.8528
41,0.8533
42,0.8528
43,0.8533
44,0.8536
45,0.8528
46,0.8517
47,0.8516
48,0.8518
49,0.8523
50,0.8525
