Round,Accuracy
0,0.0987
1,0.9727
2,0.9817
3,0.9865
4,0.9876
5,0.9888
6,0.9892
7,0.9905
8,0.9903
9,0.9906
10,0.9903
11,0.9905
12,0.9908
13,0.9913
14,0.992
15,0.9918
16,0.9917
17,0.9913
18,0.9919
19,0.9916
20,0.9919
21,0.9918
22,0.9919
23,0.9926
24,0.992
25,0.9925
26,0.9921
27,0.9923
28,0.9922
29,0.992
30,0.9918
31,0.9921
32,0.9923
33,0.9921
34,0.9922
35,0.9923
36,0.9916
37,0.9914
38,0.9922
39,0.9917
40,0.9921
41,0.9924
42,0.9923
43,0.9924
44,0.9921
45,0.992
46,0.9924
47,0.9923
48,0.9924
49,0.9918
50,0.9923
