Round,Accuracy
0,0.1089
1,0.9401
2,0.9767
3,0.9784
4,0.9782
5,0.9788
6,0.9784
7,0.9786
8,0.9797
9,0.9799
10,0.9786
11,0.978
12,0.9792
13,0.978
14,0.9778
15,0.9777
16,0.9779
17,0.9786
18,0.9796
19,0.9776
20,0.9762
21,0.9773
22,0.9776
23,0.9751
24,0.9754
25,0.9755
26,0.9741
27,0.9756
28,0.9748
29,0.9727
30,0.9727
31,0.9744
32,0.9757
33,0.9746
34,0.9752
35,0.9743
36,0.9757
37,0.9732
38,0.9734
39,0.9747
40,0.9749
41,0.974
42,0.9747
43,0.9743
44,0.9744
45,0.9737
46,0.9731
47,0.9739
48,0.9737
49,0.9731
50,0.9731
