Round,Accuracy
0,0.0915
1,0.7626
2,0.8395
3,0.8441
4,0.8473
5,0.8464
6,0.8478
7,0.8501
8,0.8469
9,0.8505
10,0.8508
11,0.848
12,0.8513
13,0.8511
14,0.8523
15,0.8498
16,0.8493
17,0.8462
18,0.8497
19,0.8503
20,0.85
21,0.8486
22,0.8527
23,0.8543
24,0.8497
25,0.8501
26,0.851
27,0.8517
28,0.8517
29,0.8528
30,0.8508
31,0.8523
32,0.8522
33,0.8511
34,0.8514
35,0.8524
36,0.8513
37,0.8524
38,0.8531
39,0.8519
40,0.8516
41,0.8481
42,0.8513
43,0.8506
44,0.8542
45,0.8504
46,0.8518
47,0.852
48,0.8501
49,0.8533
50,0.8541
