Round,Accuracy
0,0.1119
1,0.2311
2,0.257
3,0.1806
4,0.3058
5,0.3371
6,0.3517
7,0.5172
8,0.5489
9,0.5446
10,0.6097
11,0.6796
12,0.7244
13,0.7171
14,0.7219
15,0.7303
16,0.7463
17,0.7452
18,0.757
19,0.7684
20,0.773
21,0.7732
22,0.7448
23,0.7756
24,0.7771
25,0.7599
26,0.771
27,0.7768
28,0.7865
29,0.777
30,0.7718
31,0.7541
32,0.7678
33,0.769
34,0.7695
35,0.7642
36,0.7804
37,0.7806
38,0.7784
39,0.7835
40,0.7878
41,0.7694
42,0.7857
43,0.7921
44,0.79
45,0.7764
46,0.7778
47,0.7814
48,0.7839
49,0.7986
50,0.8016
