Round,Accuracy
0,0.1
1,0.2024
2,0.1112
3,0.1115
4,0.1398
5,0.215
6,0.2526
7,0.2695
8,0.2815
9,0.2896
10,0.2897
11,0.2902
12,0.2908
13,0.2902
14,0.2916
15,0.2986
16,0.3026
17,0.305
18,0.3007
19,0.2967
20,0.2951
21,0.2944
22,0.2962
23,0.2943
24,0.2895
25,0.2877
26,0.29
27,0.2943
28,0.2932
29,0.2935
30,0.2912
31,0.2892
32,0.2857
33,0.2816
34,0.2841
35,0.2871
36,0.2886
37,0.2876
38,0.2851
39,0.2849
40,0.2836
41,0.2796
42,0.2815
43,0.2791
44,0.2793
45,0.281
46,0.2823
47,0.2828
48,0.2833
49,0.2849
50,0.2868
