Round,Accuracy
0,0.0758
1,0.0969
2,0.0797
3,0.0759
4,0.0969
5,0.0969
6,0.0969
7,0.1959
8,0.1594
9,0.1107
10,0.0916
11,0.0638
12,0.1954
13,0.0759
14,0.0759
15,0.1107
16,0.1107
17,0.1959
18,0.1959
19,0.1959
20,0.1959
21,0.0916
22,0.1959
23,0.1959
24,0.1959
25,0.1959
26,0.1959
27,0.0759
28,0.1107
29,0.1959
30,0.1959
31,0.0969
32,0.1959
33,0.1959
34,0.0969
35,0.1959
36,0.1594
37,0.1594
38,0.1594
39,0.1959
40,0.1594
41,0.1959
42,0.1959
43,0.0969
44,0.1959
45,0.1959
46,0.1959
47,0.0916
48,0.1959
49,0.1959
50,0.1959
