Round,Accuracy
0,0.0871
1,0.1046
2,0.1221
3,0.2134
4,0.256
5,0.265
6,0.2632
7,0.2685
8,0.2785
9,0.2926
10,0.3049
11,0.3123
12,0.3198
13,0.3277
14,0.3376
15,0.3449
16,0.3563
17,0.3653
18,0.373
19,0.3801
20,0.3846
21,0.3904
22,0.3945
23,0.3977
24,0.3995
25,0.4014
26,0.4014
27,0.4032
28,0.4037
29,0.4052
30,0.4065
31,0.4067
32,0.4073
33,0.4086
34,0.4099
35,0.4109
36,0.4117
37,0.4123
38,0.4128
39,0.4131
40,0.4134
41,0.4129
42,0.4125
43,0.4117
44,0.411
45,0.4099
46,0.4096
47,0.4088
48,0.4088
49,0.4079
50,0.4087
