Round,Accuracy
0,0.0935
1,0.4012
2,0.3734
3,0.4903
4,0.5128
5,0.5409
6,0.5507
7,0.5692
8,0.5722
9,0.5801
10,0.5853
11,0.593
12,0.5999
13,0.6013
14,0.606
15,0.6096
16,0.6087
17,0.6132
18,0.6153
19,0.6174
20,0.6229
21,0.6187
22,0.6197
23,0.621
24,0.6264
25,0.6253
26,0.6258
27,0.6305
28,0.6248
29,0.6288
30,0.6294
31,0.6316
32,0.6256
33,0.6291
34,0.6361
35,0.6398
36,0.6339
37,0.6372
38,0.6328
39,0.6384
40,0.6395
41,0.641
42,0.6394
43,0.6479
44,0.6452
45,0.6409
46,0.6459
47,0.642
48,0.6377
49,0.6463
50,0.645
