Round,Accuracy
0,0.1129
1,0.6696
2,0.8281
3,0.858
4,0.8663
5,0.8739
6,0.8788
7,0.8793
8,0.8819
9,0.8802
10,0.882
11,0.8835
12,0.882
13,0.8836
14,0.8844
15,0.8846
16,0.8842
17,0.8854
18,0.885
19,0.8833
20,0.8846
21,0.8858
22,0.8857
23,0.8839
24,0.8855
25,0.8865
26,0.8845
27,0.8828
28,0.8854
29,0.8859
30,0.8869
31,0.8857
32,0.8854
33,0.8861
34,0.8847
35,0.8858
36,0.8865
37,0.8852
38,0.8852
39,0.8844
40,0.8854
41,0.8853
42,0.8862
43,0.8843
44,0.886
45,0.8851
46,0.8844
47,0.8856
48,0.885
49,0.8856
50,0.8851
