Round,Accuracy
0,0.1186
1,0.9772
2,0.9859
3,0.9879
4,0.9893
5,0.9897
6,0.9904
7,0.99
8,0.991
9,0.9908
10,0.9906
11,0.9905
12,0.9904
13,0.9902
14,0.9906
15,0.9906
16,0.9911
17,0.991
18,0.9917
19,0.9914
20,0.9912
21,0.9915
22,0.9913
23,0.9912
24,0.9917
25,0.9914
26,0.9916
27,0.9917
28,0.9913
29,0.9913
30,0.9915
31,0.9917
32,0.9913
33,0.9916
34,0.9917
35,0.9918
36,0.9913
37,0.9917
38,0.9911
39,0.9916
40,0.9915
41,0.9916
42,0.991
43,0.9913
44,0.9912
45,0.9912
46,0.9915
47,0.9915
48,0.9912
49,0.9913
50,0.9912
