Round,Accuracy
0,0.1
1,0.6785
2,0.8219
3,0.8526
4,0.8613
5,0.8685
6,0.8746
7,0.878
8,0.8762
9,0.8766
10,0.8791
11,0.8784
12,0.8787
13,0.8778
14,0.8798
15,0.8805
16,0.8813
17,0.8815
18,0.8804
19,0.8804
20,0.8784
21,0.8816
22,0.8809
23,0.8803
24,0.8809
25,0.8799
26,0.8791
27,0.8804
28,0.8813
29,0.8814
30,0.8794
31,0.8803
32,0.8817
33,0.8805
34,0.8811
35,0.8817
36,0.8805
37,0.8812
38,0.8807
39,0.8805
40,0.8815
41,0.881
42,0.8793
43,0.881
44,0.882
45,0.8815
46,0.8783
47,0.8808
48,0.8812
49,0.8812
50,0.8808
