Round,Avg Accuracy,Std Accuracy
0,0.1593,0.0000
1,0.3301,0.0000
2,0.7196,0.0000
3,0.7113,0.0000
4,0.7282,0.0000
5,0.7314,0.0000
6,0.7291,0.0000
7,0.7265,0.0000
8,0.7311,0.0000
9,0.7366,0.0000
10,0.7296,0.0000
11,0.7275,0.0000
12,0.7322,0.0000
13,0.7330,0.0000
14,0.7294,0.0000
15,0.7312,0.0000
16,0.7306,0.0000
17,0.7288,0.0000
18,0.7287,0.0000
19,0.7351,0.0000
20,0.7301,0.0000
21,0.7333,0.0000
22,0.7367,0.0000
23,0.7368,0.0000
24,0.7368,0.0000
25,0.7329,0.0000
26,0.7330,0.0000
27,0.7323,0.0000
28,0.7363,0.0000
29,0.7380,0.0000
30,0.7330,0.0000
31,0.7407,0.0000
32,0.7378,0.0000
33,0.7417,0.0000
34,0.7415,0.0000
35,0.7359,0.0000
36,0.7477,0.0000
37,0.7406,0.0000
38,0.7352,0.0000
39,0.7437,0.0000
40,0.7415,0.0000
41,0.7464,0.0000
42,0.7375,0.0000
43,0.7365,0.0000
44,0.7362,0.0000
45,0.7400,0.0000
46,0.7380,0.0000
47,0.7396,0.0000
48,0.7350,0.0000
49,0.7371,0.0000
50,0.7399,0.0000
