Round,Avg Accuracy,Std Accuracy
0,0.0850,0.0168
1,0.1959,0.0000
2,0.2991,0.1459
3,0.5698,0.0610
4,0.6699,0.0334
5,0.7051,0.0157
6,0.7222,0.0131
7,0.7145,0.0039
8,0.7240,0.0076
9,0.7127,0.0134
10,0.7158,0.0093
11,0.7260,0.0122
12,0.7229,0.0084
13,0.7183,0.0108
14,0.7181,0.0184
15,0.7125,0.0078
16,0.7185,0.0198
17,0.7147,0.0207
18,0.7127,0.0233
19,0.7029,0.0285
20,0.7048,0.0207
21,0.7176,0.0184
22,0.7225,0.0206
23,0.7189,0.0185
24,0.7185,0.0171
25,0.7097,0.0239
26,0.7125,0.0187
27,0.7193,0.0277
28,0.7071,0.0190
29,0.7059,0.0207
30,0.7090,0.0171
31,0.7124,0.0318
32,0.7064,0.0200
33,0.7123,0.0172
34,0.7179,0.0197
35,0.7090,0.0134
36,0.7120,0.0170
37,0.7093,0.0220
38,0.7083,0.0176
39,0.7141,0.0259
40,0.7128,0.0273
41,0.7110,0.0104
42,0.7094,0.0243
43,0.7080,0.0152
44,0.7098,0.0118
45,0.6970,0.0218
46,0.7092,0.0151
47,0.6990,0.0243
48,0.7110,0.0244
49,0.7150,0.0141
50,0.6975,0.0120
