Round,Avg Accuracy,Std Accuracy
0,0.0759,0.0149
1,0.1959,0.0000
2,0.1959,0.0000
3,0.4856,0.0632
4,0.6629,0.0265
5,0.7070,0.0147
6,0.7034,0.0109
7,0.7104,0.0070
8,0.7028,0.0098
9,0.7077,0.0043
10,0.7094,0.0072
11,0.7086,0.0090
12,0.7173,0.0090
13,0.7119,0.0116
14,0.7039,0.0109
15,0.7074,0.0066
16,0.7091,0.0154
17,0.7096,0.0195
18,0.7056,0.0199
19,0.6878,0.0211
20,0.7028,0.0210
21,0.7049,0.0117
22,0.7035,0.0069
23,0.7029,0.0136
24,0.7019,0.0125
25,0.7017,0.0203
26,0.7062,0.0140
27,0.6945,0.0195
28,0.6959,0.0176
29,0.7008,0.0167
30,0.7025,0.0188
31,0.6882,0.0151
32,0.6990,0.0224
33,0.6988,0.0075
34,0.6999,0.0144
35,0.6934,0.0060
36,0.6964,0.0059
37,0.6988,0.0117
38,0.7040,0.0150
39,0.6987,0.0178
40,0.6926,0.0179
41,0.6936,0.0094
42,0.6848,0.0067
43,0.6956,0.0136
44,0.7017,0.0061
45,0.6833,0.0143
46,0.6849,0.0127
47,0.6902,0.0175
48,0.6909,0.0119
49,0.6986,0.0087
50,0.6885,0.0067
