Round,Avg Accuracy,Std Accuracy
0,0.1000,0.0000
1,0.1784,0.0000
2,0.2537,0.0000
3,0.2801,0.0000
4,0.2918,0.0000
5,0.2579,0.0000
6,0.2412,0.0000
7,0.2304,0.0000
8,0.2398,0.0000
9,0.2677,0.0000
10,0.2918,0.0000
11,0.3053,0.0000
12,0.3167,0.0000
13,0.3219,0.0000
14,0.3258,0.0000
15,0.3304,0.0000
16,0.3299,0.0000
17,0.3277,0.0000
18,0.3257,0.0000
19,0.3228,0.0000
20,0.3234,0.0000
21,0.3231,0.0000
22,0.3225,0.0000
23,0.3212,0.0000
24,0.3224,0.0000
25,0.3222,0.0000
26,0.3239,0.0000
27,0.3242,0.0000
28,0.3250,0.0000
29,0.3239,0.0000
30,0.3246,0.0000
31,0.3237,0.0000
32,0.3223,0.0000
33,0.3233,0.0000
34,0.3253,0.0000
35,0.3263,0.0000
36,0.3269,0.0000
37,0.3260,0.0000
38,0.3246,0.0000
39,0.3256,0.0000
40,0.3255,0.0000
41,0.3257,0.0000
42,0.3265,0.0000
43,0.3275,0.0000
44,0.3285,0.0000
45,0.3282,0.0000
46,0.3292,0.0000
47,0.3285,0.0000
48,0.3292,0.0000
49,0.3277,0.0000
50,0.3272,0.0000
