Round,Avg Accuracy,Std Accuracy
0,0.0994,0.0005
1,0.1758,0.0343
2,0.3939,0.0084
3,0.4270,0.0046
4,0.4340,0.0039
5,0.4272,0.0035
6,0.4199,0.0027
7,0.4144,0.0035
8,0.4113,0.0033
9,0.4085,0.0042
10,0.4076,0.0047
11,0.4041,0.0042
12,0.4026,0.0035
13,0.3999,0.0035
14,0.3996,0.0043
15,0.3988,0.0048
16,0.3972,0.0046
17,0.3982,0.0052
18,0.3972,0.0053
19,0.3972,0.0051
20,0.3957,0.0059
21,0.3947,0.0050
22,0.3946,0.0059
23,0.3942,0.0057
24,0.3945,0.0047
25,0.3926,0.0051
26,0.3926,0.0045
27,0.3921,0.0056
28,0.3921,0.0050
29,0.3918,0.0054
30,0.3914,0.0047
31,0.3909,0.0046
32,0.3905,0.0045
33,0.3903,0.0054
34,0.3899,0.0054
35,0.3891,0.0043
36,0.3890,0.0042
37,0.3895,0.0041
38,0.3890,0.0038
39,0.3890,0.0045
40,0.3884,0.0043
41,0.3886,0.0048
42,0.3880,0.0047
43,0.3878,0.0037
44,0.3876,0.0041
45,0.3878,0.0044
46,0.3864,0.0033
47,0.3867,0.0038
48,0.3859,0.0037
49,0.3861,0.0037
50,0.3856,0.0039
