Round,Avg Accuracy,Std Accuracy
0,0.1002,0.0003
1,0.2073,0.0163
2,0.4006,0.0054
3,0.4322,0.0025
4,0.4335,0.0046
5,0.4248,0.0044
6,0.4183,0.0051
7,0.4137,0.0047
8,0.4090,0.0044
9,0.4076,0.0053
10,0.4058,0.0038
11,0.4031,0.0046
12,0.4026,0.0065
13,0.4019,0.0052
14,0.4000,0.0050
15,0.4001,0.0050
16,0.3986,0.0047
17,0.3974,0.0025
18,0.3983,0.0039
19,0.3962,0.0040
20,0.3956,0.0050
21,0.3943,0.0042
22,0.3946,0.0043
23,0.3943,0.0047
24,0.3935,0.0040
25,0.3927,0.0048
26,0.3925,0.0048
27,0.3930,0.0046
28,0.3922,0.0036
29,0.3917,0.0043
30,0.3916,0.0033
31,0.3910,0.0035
32,0.3906,0.0041
33,0.3902,0.0038
34,0.3900,0.0035
35,0.3895,0.0028
36,0.3896,0.0035
37,0.3896,0.0034
38,0.3889,0.0034
39,0.3873,0.0031
40,0.3876,0.0029
41,0.3872,0.0034
42,0.3867,0.0023
43,0.3870,0.0032
44,0.3869,0.0028
45,0.3862,0.0028
46,0.3868,0.0032
47,0.3866,0.0028
48,0.3860,0.0022
49,0.3867,0.0025
50,0.3855,0.0029
