Round,Accuracy
0,0.0002
1,0.4822
2,0.5217
3,0.5338
4,0.5361
5,0.5318
6,0.5428
7,0.5447
8,0.5424
9,0.5473
10,0.5428
11,0.5366
12,0.5413
13,0.5482
14,0.5335
15,0.5308
16,0.5361
17,0.5385
18,0.5409
19,0.5327
20,0.5443
21,0.5452
22,0.5445
23,0.54
24,0.5492
25,0.546
26,0.5486
27,0.5422
28,0.549
29,0.5497
30,0.5359
31,0.5303
32,0.5331
33,0.529
34,0.5389
35,0.5363
36,0.5331
37,0.5329
38,0.5378
39,0.5499
40,0.5325
41,0.5458
42,0.5273
43,0.5318
44,0.5387
45,0.5312
46,0.5389
47,0.5434
48,0.5449
49,0.5428
50,0.5465
