Round,Accuracy
0,0.0994
1,0.2688
2,0.4834
3,0.554
4,0.592
5,0.6138
6,0.622
7,0.6401
8,0.6434
9,0.6521
10,0.661
11,0.6586
12,0.6633
13,0.667
14,0.6677
15,0.6696
16,0.67
17,0.6722
18,0.6767
19,0.676
20,0.6784
21,0.6821
22,0.6822
23,0.6837
24,0.6822
25,0.6863
26,0.685
27,0.6848
28,0.6884
29,0.689
30,0.6859
31,0.6892
32,0.6896
33,0.6922
34,0.691
35,0.6893
36,0.6948
37,0.6963
38,0.6929
39,0.695
40,0.6973
41,0.6976
42,0.7023
43,0.7019
44,0.6952
45,0.7011
46,0.7034
47,0.705
48,0.7019
49,0.702
50,0.7069
