Round,Accuracy
0,0.0759
1,0.1962
2,0.827
3,0.855
4,0.8664
5,0.8707
6,0.8728
7,0.8758
8,0.8757
9,0.8781
10,0.8796
11,0.8797
12,0.88
13,0.8807
14,0.8825
15,0.8822
16,0.8828
17,0.883
18,0.8823
19,0.8826
20,0.8821
21,0.8823
22,0.883
23,0.8823
24,0.8802
25,0.8825
26,0.8825
27,0.8815
28,0.8821
29,0.882
30,0.8815
31,0.8796
32,0.8822
33,0.8806
34,0.8811
35,0.8817
36,0.8816
37,0.8815
38,0.8818
39,0.8823
40,0.8813
41,0.8823
42,0.8813
43,0.8818
44,0.8806
45,0.882
46,0.8814
47,0.8814
48,0.8802
49,0.8809
50,0.8805
