Round,Avg Accuracy,Std Accuracy
0,0.0997,0.0002
1,0.3578,0.0038
2,0.4238,0.0074
3,0.4437,0.0050
4,0.4428,0.0072
5,0.4363,0.0088
6,0.4315,0.0086
7,0.4291,0.0107
8,0.4259,0.0096
9,0.4219,0.0099
10,0.4219,0.0114
11,0.4187,0.0090
12,0.4173,0.0096
13,0.4166,0.0085
14,0.4156,0.0095
15,0.4137,0.0096
16,0.4123,0.0090
17,0.4128,0.0081
18,0.4132,0.0087
19,0.4110,0.0088
20,0.4114,0.0095
21,0.4106,0.0101
22,0.4092,0.0090
23,0.4079,0.0073
24,0.4088,0.0088
25,0.4080,0.0094
26,0.4070,0.0101
27,0.4067,0.0103
28,0.4061,0.0099
29,0.4054,0.0090
30,0.4057,0.0085
31,0.4052,0.0095
32,0.4056,0.0094
33,0.4045,0.0081
34,0.4039,0.0089
35,0.4047,0.0076
36,0.4031,0.0078
37,0.4032,0.0084
38,0.4036,0.0088
39,0.4021,0.0080
40,0.4012,0.0073
41,0.4021,0.0080
42,0.4024,0.0081
43,0.4021,0.0089
44,0.4019,0.0076
45,0.4011,0.0084
46,0.4011,0.0094
47,0.4007,0.0090
48,0.4005,0.0087
49,0.4003,0.0089
50,0.3999,0.0088
