Round,Avg Accuracy,Std Accuracy
0,0.0978,0.0000
1,0.2528,0.0000
2,0.4352,0.0000
3,0.4521,0.0000
4,0.4584,0.0000
5,0.4668,0.0000
6,0.4691,0.0000
7,0.4700,0.0000
8,0.4690,0.0000
9,0.4723,0.0000
10,0.4706,0.0000
11,0.4731,0.0000
12,0.4723,0.0000
13,0.4733,0.0000
14,0.4743,0.0000
15,0.4741,0.0000
16,0.4733,0.0000
17,0.4751,0.0000
18,0.4758,0.0000
19,0.4754,0.0000
20,0.4746,0.0000
21,0.4764,0.0000
22,0.4751,0.0000
23,0.4778,0.0000
24,0.4782,0.0000
25,0.4739,0.0000
26,0.4757,0.0000
27,0.4792,0.0000
28,0.4757,0.0000
29,0.4760,0.0000
30,0.4767,0.0000
31,0.4799,0.0000
32,0.4765,0.0000
33,0.4782,0.0000
34,0.4765,0.0000
35,0.4750,0.0000
36,0.4764,0.0000
37,0.4761,0.0000
38,0.4776,0.0000
39,0.4764,0.0000
40,0.4784,0.0000
41,0.4783,0.0000
42,0.4766,0.0000
43,0.4767,0.0000
44,0.4767,0.0000
45,0.4760,0.0000
46,0.4785,0.0000
47,0.4755,0.0000
48,0.4745,0.0000
49,0.4779,0.0000
50,0.4742,0.0000
