Round,Accuracy
0,0.0308
1,0.4935
2,0.4658
3,0.1465
4,0.4822
5,0.4822
6,0.4822
7,0.4822
8,0.4875
9,0.4871
10,0.4931
11,0.5026
12,0.5151
13,0.5146
14,0.5127
15,0.5067
16,0.5022
17,0.4957
18,0.4935
19,0.4908
20,0.4895
21,0.4865
22,0.4897
23,0.491
24,0.4955
25,0.4903
26,0.4914
27,0.4923
28,0.4961
29,0.5056
30,0.5153
31,0.514
32,0.5144
33,0.511
34,0.5009
35,0.4987
36,0.4955
37,0.494
38,0.4933
39,0.4953
40,0.4953
41,0.4987
42,0.5043
43,0.5071
44,0.5172
45,0.5178
46,0.5133
47,0.5189
48,0.5247
49,0.5273
50,0.5243
