Round,Accuracy
0,0.1107
1,0.1972
2,0.6963
3,0.7736
4,0.8039
5,0.8197
6,0.8337
7,0.8418
8,0.8426
9,0.8473
10,0.8521
11,0.853
12,0.8513
13,0.8534
14,0.8555
15,0.8565
16,0.8558
17,0.8571
18,0.86
19,0.8588
20,0.8593
21,0.8612
22,0.8606
23,0.8589
24,0.8605
25,0.8596
26,0.8629
27,0.8622
28,0.8619
29,0.8631
30,0.8636
31,0.8626
32,0.8627
33,0.8622
34,0.863
35,0.8631
36,0.8621
37,0.8618
38,0.8626
39,0.8632
40,0.8636
41,0.8624
42,0.8618
43,0.8626
44,0.8634
45,0.8636
46,0.8652
47,0.8646
48,0.8642
49,0.8643
50,0.8639
