Round,Accuracy
0,0.1
1,0.2648
2,0.3992
3,0.4748
4,0.5158
5,0.5457
6,0.5658
7,0.5791
8,0.5894
9,0.5948
10,0.601
11,0.6078
12,0.6149
13,0.6168
14,0.6194
15,0.627
16,0.6312
17,0.6365
18,0.6398
19,0.6446
20,0.6481
21,0.6475
22,0.6541
23,0.6556
24,0.6582
25,0.6577
26,0.6602
27,0.6638
28,0.6656
29,0.6664
30,0.6688
31,0.6714
32,0.6709
33,0.671
34,0.6734
35,0.676
36,0.6767
37,0.6784
38,0.6779
39,0.6786
40,0.68
41,0.6812
42,0.6825
43,0.6845
44,0.6889
45,0.6874
46,0.6899
47,0.6899
48,0.6899
49,0.6909
50,0.6918
