Round,Avg Accuracy,Std Accuracy
0,0.0901,0.0118
1,0.1829,0.0431
2,0.4394,0.0858
3,0.5958,0.0468
4,0.7047,0.0185
5,0.7438,0.0163
6,0.7606,0.0140
7,0.7707,0.0083
8,0.7796,0.0081
9,0.7852,0.0098
10,0.7907,0.0092
11,0.7926,0.0095
12,0.7926,0.0101
13,0.7924,0.0091
14,0.7933,0.0073
15,0.7959,0.0048
16,0.7981,0.0041
17,0.8006,0.0043
18,0.8026,0.0056
19,0.8058,0.0055
20,0.8091,0.0069
21,0.8122,0.0063
22,0.8168,0.0068
23,0.8213,0.0057
24,0.8230,0.0070
25,0.8260,0.0074
26,0.8262,0.0082
27,0.8275,0.0075
28,0.8301,0.0070
29,0.8321,0.0065
30,0.8339,0.0063
31,0.8359,0.0057
32,0.8368,0.0062
33,0.8384,0.0054
34,0.8396,0.0058
35,0.8403,0.0050
36,0.8416,0.0043
37,0.8424,0.0043
38,0.8423,0.0045
39,0.8432,0.0039
40,0.8429,0.0042
41,0.8441,0.0038
42,0.8448,0.0041
43,0.8454,0.0043
44,0.8457,0.0050
45,0.8456,0.0044
46,0.8460,0.0042
47,0.8460,0.0048
48,0.8456,0.0046
49,0.8462,0.0034
50,0.8457,0.0026
