Round,Accuracy
0,0.1
1,0.1934
2,0.2109
3,0.2534
4,0.2823
5,0.3179
6,0.333
7,0.3429
8,0.3494
9,0.3488
10,0.3523
11,0.3564
12,0.3608
13,0.3615
14,0.3606
15,0.3573
16,0.3574
17,0.3585
18,0.3591
19,0.3597
20,0.3603
21,0.3592
22,0.3574
23,0.3547
24,0.3551
25,0.3561
26,0.3567
27,0.3568
28,0.3532
29,0.3505
30,0.3506
31,0.3527
32,0.3572
33,0.3569
34,0.3559
35,0.3553
36,0.353
37,0.3479
38,0.3471
39,0.3486
40,0.3495
41,0.3502
42,0.3517
43,0.352
44,0.3511
45,0.3495
46,0.3499
47,0.3478
48,0.3462
49,0.3468
50,0.3492
