Round,Accuracy
0,0.1042
1,0.1782
2,0.2993
3,0.3483
4,0.4317
5,0.4747
6,0.4975
7,0.5126
8,0.5302
9,0.5274
10,0.5466
11,0.5457
12,0.5648
13,0.5631
14,0.5437
15,0.5588
16,0.5829
17,0.5825
18,0.5888
19,0.5907
20,0.5912
21,0.5992
22,0.5834
23,0.6015
24,0.6169
25,0.6068
26,0.6036
27,0.6127
28,0.599
29,0.6178
30,0.6051
31,0.6128
32,0.6114
33,0.6078
34,0.6193
35,0.6032
36,0.6138
37,0.605
38,0.6153
39,0.5739
40,0.6139
41,0.6305
42,0.6266
43,0.6255
44,0.6237
45,0.6303
46,0.6353
47,0.6427
48,0.6382
49,0.6314
50,0.6327
