Round,Accuracy
0,0.1069
1,0.1638
2,0.3418
3,0.3737
4,0.441
5,0.489
6,0.5128
7,0.5172
8,0.5035
9,0.4882
10,0.5188
11,0.5646
12,0.5987
13,0.6159
14,0.628
15,0.632
16,0.6267
17,0.6324
18,0.638
19,0.6433
20,0.6498
21,0.6569
22,0.6568
23,0.6576
24,0.6648
25,0.6678
26,0.6705
27,0.6689
28,0.6634
29,0.6719
30,0.6806
31,0.6912
32,0.6912
33,0.6889
34,0.6943
35,0.6995
36,0.6971
37,0.7029
38,0.7012
39,0.7008
40,0.7027
41,0.7038
42,0.7056
43,0.7074
44,0.705
45,0.7073
46,0.7101
47,0.7069
48,0.7076
49,0.7122
50,0.7063
