Round,Accuracy
0,0.0759
1,0.1971
2,0.2763
3,0.3002
4,0.4308
5,0.4748
6,0.6018
7,0.6194
8,0.6696
9,0.6644
10,0.696
11,0.665
12,0.6877
13,0.6601
14,0.6879
15,0.6693
16,0.6993
17,0.6719
18,0.6852
19,0.675
20,0.6559
21,0.6278
22,0.6043
23,0.6867
24,0.6734
25,0.6898
26,0.6838
27,0.7057
28,0.7223
29,0.7348
30,0.7524
31,0.7634
32,0.7613
33,0.7686
34,0.7772
35,0.7818
36,0.7715
37,0.7716
38,0.7788
39,0.7702
40,0.7793
41,0.7684
42,0.7719
43,0.7659
44,0.7638
45,0.7758
46,0.7721
47,0.7683
48,0.7759
49,0.7708
50,0.7777
