Round,Accuracy
0,0.1
1,0.1
2,0.1666
3,0.1204
4,0.1873
5,0.1656
6,0.1777
7,0.1535
8,0.1149
9,0.1065
10,0.1311
11,0.1472
12,0.1756
13,0.1924
14,0.173
15,0.1696
16,0.1793
17,0.1782
18,0.1834
19,0.1778
20,0.1822
21,0.1737
22,0.1817
23,0.185
24,0.1804
25,0.1795
26,0.177
27,0.1767
28,0.1795
29,0.1774
30,0.181
31,0.1777
32,0.1747
33,0.1714
34,0.1542
35,0.1305
36,0.1508
37,0.1151
38,0.177
39,0.1511
40,0.1687
41,0.1619
42,0.1616
43,0.1537
44,0.1599
45,0.174
46,0.1618
47,0.1564
48,0.1577
49,0.1554
50,0.145
