Round,Accuracy
0,0.0971
1,0.2134
2,0.7357
3,0.8056
4,0.8164
5,0.8354
6,0.8448
7,0.8496
8,0.8516
9,0.8576
10,0.8575
11,0.8596
12,0.8617
13,0.8586
14,0.8634
15,0.8643
16,0.8636
17,0.8656
18,0.8642
19,0.8642
20,0.8674
21,0.8647
22,0.8652
23,0.8629
24,0.8667
25,0.8674
26,0.8669
27,0.8684
28,0.8671
29,0.866
30,0.8671
31,0.8682
32,0.8684
33,0.8679
34,0.8682
35,0.868
36,0.869
37,0.8674
38,0.8685
39,0.8678
40,0.8665
41,0.8681
42,0.8685
43,0.869
44,0.8649
45,0.8668
46,0.8662
47,0.8672
48,0.8653
49,0.8674
50,0.8671
