Round,Accuracy
0,0.1024
1,0.1449
2,0.5076
3,0.5625
4,0.579
5,0.6005
6,0.6494
7,0.7147
8,0.7001
9,0.5341
10,0.39
11,0.4447
12,0.543
13,0.6398
14,0.713
15,0.7515
16,0.7847
17,0.8121
18,0.833
19,0.8443
20,0.8515
21,0.8565
22,0.8589
23,0.8596
24,0.864
25,0.8651
26,0.8661
27,0.8664
28,0.8631
29,0.865
30,0.8694
31,0.8716
32,0.8733
33,0.8718
34,0.868
35,0.8684
36,0.8671
37,0.8678
38,0.8654
39,0.8655
40,0.8614
41,0.8635
42,0.8654
43,0.8678
44,0.8664
45,0.8636
46,0.8646
47,0.8658
48,0.8674
49,0.8662
50,0.862
