Round,Accuracy
0,0.7649
1,0.7649
2,0.7649
3,0.7649
4,0.7649
5,0.2351
6,0.2351
7,0.7649
8,0.7649
9,0.7649
10,0.7649
11,0.7649
12,0.7649
13,0.7649
14,0.7649
15,0.7649
16,0.7649
17,0.7801
18,0.7574
19,0.7649
20,0.7649
21,0.7649
22,0.8167
23,0.7416
24,0.8234
25,0.7649
26,0.8345
27,0.7663
28,0.8268
29,0.7649
30,0.8376
31,0.7571
32,0.8419
33,0.7649
34,0.844
35,0.8161
36,0.8291
37,0.8319
38,0.8336
39,0.8356
40,0.8119
41,0.8486
42,0.8402
43,0.8486
44,0.8379
45,0.829
46,0.8528
47,0.8343
48,0.8481
49,0.8406
50,0.8196
