Round,Accuracy
0,0.1024
1,0.5312
2,0.5591
3,0.5613
4,0.5677
5,0.5755
6,0.5688
7,0.5725
8,0.5774
9,0.5699
10,0.5755
11,0.5712
12,0.5697
13,0.5695
14,0.58
15,0.5705
16,0.5718
17,0.5768
18,0.5753
19,0.5725
20,0.5746
21,0.5757
22,0.5766
23,0.5699
24,0.5751
25,0.5753
26,0.5763
27,0.5727
28,0.5757
29,0.574
30,0.5714
31,0.5697
32,0.5776
33,0.583
34,0.5744
35,0.5781
36,0.5804
37,0.583
38,0.5759
39,0.5763
40,0.5727
41,0.5778
42,0.5772
43,0.5744
44,0.5804
45,0.5701
46,0.5735
47,0.5781
48,0.5746
49,0.5766
50,0.5778
