Round,Accuracy
0,0.0613
1,0.0793
2,0.2708
3,0.436
4,0.4208
5,0.435
6,0.3339
7,0.4017
8,0.3932
9,0.5134
10,0.4384
11,0.6272
12,0.5738
13,0.6631
14,0.6013
15,0.6669
16,0.5699
17,0.6799
18,0.6298
19,0.6811
20,0.6515
21,0.7031
22,0.6933
23,0.7181
24,0.7021
25,0.7433
26,0.6967
27,0.7242
28,0.7071
29,0.7403
30,0.7393
31,0.7408
32,0.7392
33,0.7435
34,0.7387
35,0.7281
36,0.7402
37,0.7151
38,0.7575
39,0.6754
40,0.7498
41,0.656
42,0.7363
43,0.623
44,0.7665
45,0.6646
46,0.7683
47,0.6799
48,0.7433
49,0.6936
50,0.7354
