Round,Accuracy
0,0.1
1,0.1362
2,0.248
3,0.3098
4,0.3305
5,0.34
6,0.3439
7,0.3426
8,0.3391
9,0.3309
10,0.331
11,0.3214
12,0.325
13,0.3215
14,0.3265
15,0.3239
16,0.3228
17,0.3062
18,0.3275
19,0.3111
20,0.3215
21,0.3259
22,0.3208
23,0.326
24,0.3278
25,0.3254
26,0.3268
27,0.3255
28,0.3097
29,0.3228
30,0.3276
31,0.3266
32,0.3253
33,0.3272
34,0.3293
35,0.3294
36,0.3228
37,0.3284
38,0.3307
39,0.3301
40,0.3305
41,0.3321
42,0.3318
43,0.3305
44,0.332
45,0.3046
46,0.3211
47,0.3308
48,0.3302
49,0.3332
50,0.333
