Round,Accuracy
0,0.13
1,0.1754
2,0.3523
3,0.3646
4,0.3671
5,0.3642
6,0.3689
7,0.3668
8,0.3669
9,0.3682
10,0.3672
11,0.3636
12,0.3695
13,0.3697
14,0.3711
15,0.3695
16,0.3686
17,0.3705
18,0.3701
19,0.3682
20,0.369
21,0.3684
22,0.3688
23,0.3689
24,0.3692
25,0.3699
26,0.3707
27,0.3685
28,0.3694
29,0.3688
30,0.3685
31,0.3671
32,0.3671
33,0.3678
34,0.3673
35,0.366
36,0.3657
37,0.367
38,0.3665
39,0.3668
40,0.3644
41,0.3654
42,0.3663
43,0.3659
44,0.3662
45,0.3663
46,0.3654
47,0.3662
48,0.3641
49,0.3647
50,0.3648
