Round,Accuracy
0,0.0928
1,0.4917
2,0.5923
3,0.6339
4,0.6574
5,0.6728
6,0.679
7,0.688
8,0.6925
9,0.6917
10,0.6946
11,0.7015
12,0.7002
13,0.7065
14,0.7075
15,0.7104
16,0.7065
17,0.7112
18,0.7117
19,0.7111
20,0.716
21,0.7159
22,0.7156
23,0.7165
24,0.7164
25,0.714
26,0.7176
27,0.7171
28,0.7221
29,0.7165
30,0.7219
31,0.7246
32,0.7219
33,0.7214
34,0.7245
35,0.7258
36,0.7238
37,0.7213
38,0.7202
39,0.7237
40,0.7248
41,0.7218
42,0.724
43,0.7247
44,0.7245
45,0.7256
46,0.7284
47,0.7282
48,0.7292
49,0.7284
50,0.7295
