Round,Accuracy
0,0.1
1,0.1969
2,0.3479
3,0.3753
4,0.3828
5,0.3902
6,0.3779
7,0.3703
8,0.3764
9,0.3655
10,0.3561
11,0.3686
12,0.3554
13,0.3607
14,0.3569
15,0.3394
16,0.3498
17,0.3482
18,0.3562
19,0.3633
20,0.3516
21,0.3591
22,0.3643
23,0.3537
24,0.3546
25,0.3602
26,0.3414
27,0.341
28,0.3472
29,0.351
30,0.3343
31,0.3299
32,0.3322
33,0.3329
34,0.3281
35,0.3483
36,0.3227
37,0.3221
38,0.3099
39,0.3215
40,0.2805
41,0.2951
42,0.3122
43,0.311
44,0.2865
45,0.3197
46,0.3151
47,0.312
48,0.3206
49,0.3213
50,0.3378
