Round,Accuracy
0,0.0638
1,0.091
2,0.3053
3,0.4076
4,0.5387
5,0.6575
6,0.7295
7,0.7673
8,0.7878
9,0.7984
10,0.8028
11,0.8051
12,0.8025
13,0.7999
14,0.7984
15,0.7989
16,0.8042
17,0.8144
18,0.8226
19,0.8321
20,0.8392
21,0.845
22,0.8514
23,0.8563
24,0.8601
25,0.8635
26,0.8659
27,0.8684
28,0.8706
29,0.8707
30,0.8707
31,0.8709
32,0.8689
33,0.8685
34,0.8682
35,0.8681
36,0.868
37,0.8682
38,0.87
39,0.8706
40,0.8705
41,0.8713
42,0.8685
43,0.8675
44,0.8687
45,0.8694
46,0.8699
47,0.8712
48,0.8709
49,0.8712
50,0.8717
