Round,Accuracy
0,0.7649
1,0.8606
2,0.8569
3,0.8529
4,0.8511
5,0.8448
6,0.8426
7,0.8371
8,0.8458
9,0.8386
10,0.8396
11,0.8392
12,0.8354
13,0.8351
14,0.8287
15,0.8336
16,0.8282
17,0.8303
18,0.83
19,0.829
20,0.8291
21,0.83
22,0.8287
23,0.8279
24,0.8287
25,0.8297
26,0.828
27,0.823
28,0.827
29,0.8336
30,0.8262
31,0.8273
32,0.8271
33,0.827
34,0.828
35,0.8313
36,0.8293
37,0.8277
38,0.8279
39,0.8247
40,0.8282
41,0.8294
42,0.8213
43,0.8333
44,0.828
45,0.8303
46,0.8311
47,0.828
48,0.8299
49,0.8285
50,0.823
