Round,Accuracy
0,0.1
1,0.1
2,0.1308
3,0.2002
4,0.2397
5,0.2272
6,0.2412
7,0.2767
8,0.3622
9,0.4467
10,0.4977
11,0.5252
12,0.5474
13,0.5737
14,0.589
15,0.6098
16,0.6267
17,0.6525
18,0.6596
19,0.6674
20,0.6724
21,0.6861
22,0.6857
23,0.6942
24,0.7002
25,0.7022
26,0.7083
27,0.7066
28,0.712
29,0.7162
30,0.7191
31,0.7248
32,0.7283
33,0.7309
34,0.7328
35,0.7369
36,0.7387
37,0.7375
38,0.7418
39,0.7414
40,0.7429
41,0.7469
42,0.7492
43,0.7504
44,0.7516
45,0.7541
46,0.757
47,0.7563
48,0.7557
49,0.7567
50,0.757
