Round,Avg Accuracy,Std Accuracy
0,0.5431,0.2247
1,0.7649,0.0000
2,0.7662,0.0019
3,0.7718,0.0068
4,0.7836,0.0149
5,0.7881,0.0145
6,0.7935,0.0159
7,0.7994,0.0114
8,0.7991,0.0094
9,0.8051,0.0102
10,0.8043,0.0076
11,0.8110,0.0121
12,0.8086,0.0072
13,0.8115,0.0087
14,0.8139,0.0108
15,0.8152,0.0075
16,0.8166,0.0094
17,0.8198,0.0080
18,0.8239,0.0077
19,0.8201,0.0098
20,0.8260,0.0102
21,0.8235,0.0066
22,0.8288,0.0129
23,0.8238,0.0073
24,0.8351,0.0158
25,0.8184,0.0099
26,0.8369,0.0156
27,0.8173,0.0125
28,0.8366,0.0156
29,0.8196,0.0158
30,0.8370,0.0130
31,0.8184,0.0149
32,0.8407,0.0117
33,0.8144,0.0100
34,0.8436,0.0097
35,0.8111,0.0069
36,0.8443,0.0100
37,0.8055,0.0050
38,0.8468,0.0081
39,0.8036,0.0022
40,0.8464,0.0054
41,0.8070,0.0050
42,0.8469,0.0054
43,0.8023,0.0015
44,0.8470,0.0062
45,0.8008,0.0020
46,0.8466,0.0049
47,0.8041,0.0052
48,0.8482,0.0041
49,0.7995,0.0024
50,0.8439,0.0049
