Round,Avg Accuracy,Std Accuracy
0,0.6665,0.1392
1,0.7710,0.0086
2,0.7681,0.0041
3,0.8413,0.0043
4,0.8261,0.0253
5,0.8296,0.0278
6,0.8016,0.0071
7,0.7877,0.0168
8,0.7817,0.0130
9,0.7821,0.0096
10,0.7883,0.0117
11,0.8094,0.0134
12,0.8266,0.0152
13,0.8295,0.0133
14,0.8194,0.0075
15,0.8029,0.0094
16,0.8085,0.0093
17,0.8359,0.0039
18,0.8424,0.0031
19,0.8326,0.0035
20,0.8250,0.0020
21,0.8295,0.0095
22,0.8325,0.0050
23,0.8323,0.0064
24,0.8265,0.0176
25,0.8282,0.0071
26,0.8262,0.0051
27,0.8267,0.0045
28,0.8240,0.0064
29,0.8296,0.0040
30,0.8325,0.0024
31,0.8299,0.0057
32,0.8312,0.0059
33,0.8313,0.0066
34,0.8347,0.0051
35,0.8326,0.0034
36,0.8324,0.0018
37,0.8258,0.0009
38,0.8271,0.0047
39,0.8284,0.0036
40,0.8251,0.0075
41,0.8282,0.0029
42,0.8346,0.0048
43,0.8329,0.0061
44,0.8235,0.0119
45,0.8236,0.0089
46,0.8339,0.0045
47,0.8367,0.0053
48,0.8276,0.0025
49,0.8231,0.0050
50,0.8298,0.0092
