Round,Avg Accuracy,Std Accuracy
0,0.0833,0.0155
1,0.9039,0.0077
2,0.9669,0.0031
3,0.9778,0.0018
4,0.9819,0.0017
5,0.9847,0.0017
6,0.9861,0.0012
7,0.9870,0.0010
8,0.9875,0.0010
9,0.9882,0.0008
10,0.9885,0.0008
11,0.9887,0.0006
12,0.9891,0.0008
13,0.9894,0.0007
14,0.9895,0.0006
15,0.9898,0.0004
16,0.9899,0.0006
17,0.9899,0.0006
18,0.9899,0.0006
19,0.9900,0.0006
20,0.9900,0.0005
21,0.9901,0.0006
22,0.9903,0.0006
23,0.9904,0.0006
24,0.9904,0.0006
25,0.9907,0.0006
26,0.9905,0.0006
27,0.9905,0.0006
28,0.9907,0.0006
29,0.9908,0.0008
30,0.9909,0.0007
31,0.9911,0.0008
32,0.9910,0.0007
33,0.9910,0.0008
34,0.9911,0.0007
35,0.9911,0.0007
36,0.9912,0.0008
37,0.9911,0.0008
38,0.9911,0.0008
39,0.9910,0.0007
40,0.9909,0.0007
41,0.9909,0.0008
42,0.9911,0.0007
43,0.9910,0.0007
44,0.9910,0.0006
45,0.9909,0.0007
46,0.9911,0.0006
47,0.9910,0.0007
48,0.9912,0.0007
49,0.9911,0.0008
50,0.9911,0.0007
