Round,Avg Accuracy,Std Accuracy
0,0.0936,0.0063
1,0.9742,0.0022
2,0.9789,0.0027
3,0.9862,0.0008
4,0.9875,0.0007
5,0.9884,0.0008
6,0.9892,0.0010
7,0.9899,0.0008
8,0.9902,0.0008
9,0.9904,0.0006
10,0.9906,0.0007
11,0.9909,0.0007
12,0.9912,0.0006
13,0.9911,0.0009
14,0.9910,0.0005
15,0.9912,0.0007
16,0.9911,0.0008
17,0.9913,0.0008
18,0.9911,0.0008
19,0.9912,0.0009
20,0.9915,0.0008
21,0.9914,0.0008
22,0.9914,0.0007
23,0.9915,0.0007
24,0.9913,0.0009
25,0.9913,0.0009
26,0.9915,0.0009
27,0.9914,0.0008
28,0.9914,0.0010
29,0.9915,0.0009
30,0.9916,0.0008
31,0.9917,0.0009
32,0.9917,0.0009
33,0.9917,0.0009
34,0.9917,0.0008
35,0.9915,0.0009
36,0.9916,0.0005
37,0.9917,0.0006
38,0.9917,0.0007
39,0.9917,0.0006
40,0.9918,0.0004
41,0.9918,0.0007
42,0.9917,0.0006
43,0.9920,0.0005
44,0.9919,0.0003
45,0.9921,0.0003
46,0.9920,0.0005
47,0.9921,0.0004
48,0.9921,0.0001
49,0.9919,0.0003
50,0.9919,0.0003
