Round,Accuracy
0,0.1007
1,0.3274
2,0.5195
3,0.5638
4,0.5997
5,0.6177
6,0.6343
7,0.6468
8,0.6553
9,0.6584
10,0.6639
11,0.6706
12,0.6748
13,0.6782
14,0.6838
15,0.6867
16,0.6916
17,0.6911
18,0.6977
19,0.6948
20,0.694
21,0.6951
22,0.6925
23,0.7022
24,0.6987
25,0.7031
26,0.7046
27,0.7029
28,0.7051
29,0.704
30,0.7071
31,0.7049
32,0.7051
33,0.7102
34,0.7111
35,0.7101
36,0.709
37,0.7108
38,0.7083
39,0.7085
40,0.7114
41,0.7091
42,0.7115
43,0.7115
44,0.7117
45,0.7114
46,0.7107
47,0.7164
48,0.713
49,0.7166
50,0.7162
