Round,Accuracy
0,0.0116
1,0.4822
2,0.4918
3,0.529
4,0.5497
5,0.5731
6,0.5819
7,0.5826
8,0.5905
9,0.5624
10,0.5929
11,0.6011
12,0.5873
13,0.6
14,0.6013
15,0.5944
16,0.5897
17,0.5751
18,0.5578
19,0.5927
20,0.5847
21,0.6022
22,0.5908
23,0.5875
24,0.5508
25,0.5976
26,0.5806
27,0.5914
28,0.588
29,0.5942
30,0.5789
31,0.5877
32,0.5912
33,0.5837
34,0.5146
35,0.5886
36,0.5871
37,0.5884
38,0.586
39,0.5884
40,0.5931
41,0.5903
42,0.5654
43,0.583
44,0.5714
45,0.5843
46,0.5867
47,0.5854
48,0.5875
49,0.5815
50,0.5804
