Round,Avg Accuracy,Std Accuracy
0,0.1000,0.0000
1,0.3791,0.0283
2,0.6910,0.0257
3,0.7794,0.0141
4,0.8161,0.0054
5,0.8366,0.0014
6,0.8478,0.0011
7,0.8561,0.0023
8,0.8614,0.0017
9,0.8661,0.0030
10,0.8702,0.0030
11,0.8723,0.0044
12,0.8748,0.0042
13,0.8764,0.0047
14,0.8784,0.0045
15,0.8794,0.0044
16,0.8811,0.0036
17,0.8817,0.0034
18,0.8825,0.0034
19,0.8841,0.0028
20,0.8848,0.0029
21,0.8847,0.0024
22,0.8852,0.0023
23,0.8860,0.0020
24,0.8862,0.0020
25,0.8864,0.0018
26,0.8865,0.0014
27,0.8873,0.0019
28,0.8876,0.0020
29,0.8874,0.0013
30,0.8876,0.0018
31,0.8874,0.0018
32,0.8880,0.0022
33,0.8881,0.0024
34,0.8881,0.0028
35,0.8880,0.0022
36,0.8882,0.0016
37,0.8883,0.0025
38,0.8885,0.0023
39,0.8887,0.0024
40,0.8890,0.0023
41,0.8893,0.0030
42,0.8893,0.0023
43,0.8891,0.0019
44,0.8892,0.0027
45,0.8891,0.0027
46,0.8893,0.0025
47,0.8894,0.0031
48,0.8895,0.0028
49,0.8892,0.0032
50,0.8895,0.0035
