Round,Accuracy
0,0.1033
1,0.962
2,0.9769
3,0.979
4,0.9809
5,0.9804
6,0.9811
7,0.9803
8,0.9805
9,0.9812
10,0.9814
11,0.9811
12,0.9817
13,0.9804
14,0.9818
15,0.9821
16,0.9822
17,0.9809
18,0.982
19,0.9828
20,0.9817
21,0.9826
22,0.9824
23,0.9825
24,0.982
25,0.9823
26,0.9829
27,0.9815
28,0.9821
29,0.9833
30,0.983
31,0.9826
32,0.9837
33,0.9823
34,0.9821
35,0.9834
36,0.9825
37,0.9829
38,0.9837
39,0.9832
40,0.9835
41,0.9834
42,0.9825
43,0.9835
44,0.9814
45,0.9837
46,0.9833
47,0.9839
48,0.9836
49,0.9821
50,0.983
