Round,Accuracy
0,0.7649
1,0.7649
2,0.7649
3,0.7649
4,0.7682
5,0.7726
6,0.7889
7,0.795
8,0.813
9,0.7986
10,0.8386
11,0.7746
12,0.6312
13,0.7649
14,0.46
15,0.7649
16,0.8383
17,0.7721
18,0.8382
19,0.791
20,0.8477
21,0.79
22,0.8442
23,0.7809
24,0.7511
25,0.7691
26,0.6272
27,0.7649
28,0.8336
29,0.7711
30,0.8491
31,0.789
32,0.8521
33,0.791
34,0.8512
35,0.7847
36,0.7873
37,0.7691
38,0.6713
39,0.7682
40,0.7893
41,0.7691
42,0.852
43,0.7837
44,0.8534
45,0.7892
46,0.8469
47,0.7823
48,0.7935
49,0.7691
50,0.7135
