Round,Accuracy
0,0.1024
1,0.4822
2,0.4841
3,0.4824
4,0.4882
5,0.5202
6,0.5585
7,0.5437
8,0.5697
9,0.5484
10,0.551
11,0.5297
12,0.5249
13,0.5398
14,0.5295
15,0.5323
16,0.5277
17,0.5351
18,0.5043
19,0.5368
20,0.529
21,0.5439
22,0.5495
23,0.551
24,0.5452
25,0.5514
26,0.5501
27,0.5518
28,0.5492
29,0.5406
30,0.5439
31,0.5454
32,0.5467
33,0.5492
34,0.5492
35,0.5471
36,0.5516
37,0.5529
38,0.5508
39,0.5092
40,0.5486
41,0.5529
42,0.5432
43,0.5473
44,0.5465
45,0.5469
46,0.5529
47,0.5497
48,0.5486
49,0.5505
50,0.549
