Round,Accuracy
0,0.0112
1,0.4822
2,0.3372
3,0.4824
4,0.488
5,0.4942
6,0.5254
7,0.5215
8,0.5477
9,0.5262
10,0.5396
11,0.5138
12,0.4843
13,0.5206
14,0.4095
15,0.523
16,0.4275
17,0.5163
18,0.4456
19,0.5049
20,0.4206
21,0.5144
22,0.4488
23,0.5232
24,0.4245
25,0.5185
26,0.4469
27,0.5219
28,0.4505
29,0.5198
30,0.4729
31,0.5155
32,0.448
33,0.5209
34,0.4168
35,0.517
36,0.4163
37,0.5187
38,0.4716
39,0.5353
40,0.4841
41,0.5241
42,0.4761
43,0.526
44,0.471
45,0.5297
46,0.4858
47,0.5288
48,0.4974
49,0.5292
50,0.4996
