Round,Accuracy
0,0.0308
1,0.4822
2,0.4912
3,0.4822
4,0.4822
5,0.4822
6,0.4822
7,0.4822
8,0.4822
9,0.4822
10,0.4822
11,0.4822
12,0.4822
13,0.4822
14,0.4654
15,0.4822
16,0.4822
17,0.4822
18,0.4822
19,0.4832
20,0.4822
21,0.4822
22,0.4822
23,0.4822
24,0.4856
25,0.4822
26,0.4871
27,0.1877
28,0.4675
29,0.4852
30,0.1839
31,0.4508
32,0.4942
33,0.488
34,0.4761
35,0.3075
36,0.488
37,0.0398
38,0.4901
39,0.3697
40,0.4882
41,0.4822
42,0.4852
43,0.1834
44,0.1834
45,0.0131
46,0.4822
47,0.0912
48,0.1834
49,0.4613
50,0.0
