Round,Accuracy
0,0.1594
1,0.2267
2,0.3445
3,0.5313
4,0.6457
5,0.7032
6,0.7366
7,0.7597
8,0.7765
9,0.7908
10,0.8017
11,0.8105
12,0.8178
13,0.8247
14,0.8306
15,0.8361
16,0.8397
17,0.8437
18,0.848
19,0.8499
20,0.8509
21,0.8525
22,0.8543
23,0.8553
24,0.8559
25,0.8575
26,0.8595
27,0.8606
28,0.8629
29,0.8635
30,0.8636
31,0.8648
32,0.8654
33,0.8645
34,0.8652
35,0.865
36,0.8657
37,0.867
38,0.8671
39,0.867
40,0.8672
41,0.8674
42,0.8673
43,0.8677
44,0.8684
45,0.8679
46,0.868
47,0.8688
48,0.869
49,0.8695
50,0.8697
