Round,Avg Accuracy,Std Accuracy
0,0.0931,0.0188
1,0.1593,0.0700
2,0.1963,0.0006
3,0.2344,0.0733
4,0.2755,0.1600
5,0.3452,0.2110
6,0.3749,0.2519
7,0.3819,0.2571
8,0.3783,0.2381
9,0.3835,0.2380
10,0.4153,0.2282
11,0.4787,0.2264
12,0.5360,0.2466
13,0.5585,0.2617
14,0.5588,0.2643
15,0.5433,0.2518
16,0.5360,0.2478
17,0.5408,0.2541
18,0.5304,0.2390
19,0.5190,0.2297
20,0.5256,0.2379
21,0.5430,0.2472
22,0.5686,0.2635
23,0.5898,0.2789
24,0.5898,0.2789
25,0.5862,0.2767
26,0.5735,0.2682
27,0.5502,0.2515
28,0.5408,0.2451
29,0.5511,0.2528
30,0.5699,0.2659
31,0.5761,0.2706
32,0.5898,0.2799
33,0.5896,0.2808
34,0.5935,0.2830
35,0.5603,0.2636
36,0.5288,0.2462
37,0.5171,0.2363
38,0.5374,0.2450
39,0.5750,0.2688
40,0.6044,0.2889
41,0.6078,0.2914
42,0.6110,0.2936
43,0.6157,0.2969
44,0.6133,0.2952
45,0.6075,0.2911
46,0.6085,0.2918
47,0.6136,0.2954
48,0.6191,0.2993
49,0.6209,0.3005
50,0.6130,0.2950
