Round,Avg Accuracy,Std Accuracy
0,0.0719,0.0057
1,0.1028,0.0143
2,0.2317,0.0837
3,0.3169,0.1144
4,0.4754,0.1010
5,0.6233,0.0503
6,0.6972,0.0411
7,0.7449,0.0275
8,0.7749,0.0212
9,0.7924,0.0194
10,0.8059,0.0204
11,0.8180,0.0194
12,0.8242,0.0208
13,0.8282,0.0226
14,0.8308,0.0243
15,0.8308,0.0241
16,0.8339,0.0234
17,0.8389,0.0208
18,0.8416,0.0179
19,0.8429,0.0161
20,0.8430,0.0139
21,0.8441,0.0120
22,0.8453,0.0120
23,0.8477,0.0129
24,0.8495,0.0129
25,0.8520,0.0135
26,0.8550,0.0130
27,0.8584,0.0118
28,0.8622,0.0097
29,0.8639,0.0079
30,0.8651,0.0059
31,0.8665,0.0048
32,0.8671,0.0034
33,0.8680,0.0033
34,0.8694,0.0026
35,0.8700,0.0031
36,0.8711,0.0039
37,0.8715,0.0041
38,0.8715,0.0024
39,0.8713,0.0018
40,0.8709,0.0009
41,0.8709,0.0004
42,0.8697,0.0009
43,0.8695,0.0014
44,0.8708,0.0017
45,0.8716,0.0019
46,0.8725,0.0026
47,0.8728,0.0033
48,0.8727,0.0032
49,0.8730,0.0037
50,0.8732,0.0034
