Round,Avg Accuracy,Std Accuracy
0,0.0945,0.0143
1,0.3163,0.0752
2,0.7417,0.0400
3,0.8014,0.0340
4,0.8135,0.0275
5,0.8069,0.0446
6,0.8530,0.0167
7,0.8309,0.0563
8,0.8607,0.0124
9,0.8736,0.0120
10,0.8784,0.0079
11,0.8740,0.0083
12,0.8741,0.0069
13,0.8806,0.0028
14,0.8763,0.0111
15,0.7581,0.1702
16,0.8801,0.0048
17,0.8826,0.0022
18,0.8682,0.0277
19,0.8793,0.0114
20,0.8847,0.0019
21,0.8842,0.0011
22,0.8808,0.0025
23,0.8746,0.0122
24,0.8829,0.0065
25,0.8824,0.0067
26,0.8742,0.0109
27,0.8821,0.0071
28,0.8740,0.0171
29,0.8858,0.0024
30,0.8792,0.0109
31,0.8845,0.0030
32,0.8646,0.0308
33,0.8323,0.0721
34,0.8828,0.0037
35,0.8824,0.0066
36,0.8853,0.0029
37,0.8783,0.0064
38,0.8830,0.0048
39,0.8850,0.0024
40,0.8822,0.0038
41,0.8850,0.0023
42,0.8833,0.0033
43,0.8853,0.0024
44,0.8827,0.0029
45,0.8797,0.0034
46,0.8844,0.0020
47,0.8843,0.0012
48,0.8834,0.0029
49,0.8844,0.0020
50,0.8830,0.0019
