Round,Accuracy
0,0.0951
1,0.4491
2,0.5159
3,0.5361
4,0.5548
5,0.5664
6,0.5766
7,0.5826
8,0.5869
9,0.5961
10,0.6021
11,0.6011
12,0.6019
13,0.6049
14,0.6076
15,0.6097
16,0.6071
17,0.6124
18,0.616
19,0.616
20,0.6129
21,0.6157
22,0.6132
23,0.6111
24,0.6157
25,0.6157
26,0.6159
27,0.6204
28,0.6162
29,0.6172
30,0.6219
31,0.6192
32,0.6109
33,0.6206
34,0.6181
35,0.6175
36,0.6208
37,0.6225
38,0.6257
39,0.6249
40,0.6186
41,0.6219
42,0.6267
43,0.6222
44,0.6223
45,0.6307
46,0.6222
47,0.6206
48,0.6215
49,0.6244
50,0.6301
