Round,Accuracy
0,0.0118
1,0.0118
2,0.4826
3,0.4841
4,0.4886
5,0.4867
6,0.5084
7,0.5086
8,0.5009
9,0.4998
10,0.5146
11,0.537
12,0.5531
13,0.552
14,0.5366
15,0.5228
16,0.5217
17,0.5254
18,0.534
19,0.5389
20,0.5417
21,0.5467
22,0.5505
23,0.5518
24,0.5542
25,0.5589
26,0.5645
27,0.5682
28,0.5662
29,0.5656
30,0.5589
31,0.5587
32,0.5598
33,0.5654
34,0.5619
35,0.5609
36,0.56
37,0.5561
38,0.5553
39,0.5557
40,0.5533
41,0.5501
42,0.5505
43,0.5523
44,0.5529
45,0.5512
46,0.5492
47,0.5505
48,0.5454
49,0.5458
50,0.546
